venue_name,address,city,state,zip_code,phone,website,sports_supported,latitude,longitude,approved_at,photo_review_status,admin_status,country,origin_type,community_source,community_source_id,community_seed_batch,community_seeded_at,community_curated_by,community_provenance,place_type
Restaurante Bar Toñín,,,,,,,,6.2896363,-75.6133435,2026-05-25T00:12:02.378191+00:00,approved,active,Colombia,community,osm_venues_co_v4,co_00329,co_venues_batch_v4,2026-05-25T00:12:02.378191+00:00,osm_import_terminal_v4,{},venue
Heladería bar,,,,,,,,6.2534695,-75.538572,2026-05-25T00:12:02.378191+00:00,approved,active,Colombia,community,osm_venues_co_v4,co_00330,co_venues_batch_v4,2026-05-25T00:12:02.378191+00:00,osm_import_terminal_v4,{},venue
McCarthy's Irish Pub,29 Calle de la Amargura,,,,+57 316 0173649,https://mccarthys.com.co/,,10.4224979,-75.5506961,2026-05-25T00:12:02.378191+00:00,approved,active,Colombia,community,osm_venues_co_v4,co_00331,co_venues_batch_v4,2026-05-25T00:12:02.378191+00:00,osm_import_terminal_v4,{},venue
El Irish,12-37 Carrera 3,,,,,https://www.poladelpub.com/,,4.5972788,-74.0710944,2026-05-25T00:12:02.378191+00:00,approved,active,Colombia,community,osm_venues_co_v4,co_00332,co_venues_batch_v4,2026-05-25T00:12:02.378191+00:00,osm_import_terminal_v4,{},venue
Café bar Lele,,,,,,,,4.6652933,-74.0530484,2026-05-25T00:12:02.378191+00:00,approved,active,Colombia,community,osm_venues_co_v4,co_00333,co_venues_batch_v4,2026-05-25T00:12:02.378191+00:00,osm_import_terminal_v4,{},venue
Foxey Pub,Carrera 43E,Medellin,,,,,,6.2136436,-75.5727832,2026-05-25T00:12:02.378191+00:00,approved,active,Colombia,community,osm_venues_co_v4,co_00334,co_venues_batch_v4,2026-05-25T00:12:02.378191+00:00,osm_import_terminal_v4,{},venue
Ancestral Bar Cultural,#108a-32 Calle 35D,,,,+57 313 5789892,,,6.2487138,-75.6208193,2026-05-25T00:12:02.378191+00:00,approved,active,Colombia,community,osm_venues_co_v4,co_00335,co_venues_batch_v4,2026-05-25T00:12:02.378191+00:00,osm_import_terminal_v4,{},venue
Grill Station BAR,53B-21 Calle 131A,,,,322 2126012;314 4572642,,,4.7190365,-74.0599735,2026-05-25T00:12:02.378191+00:00,approved,active,Colombia,community,osm_venues_co_v4,co_00336,co_venues_batch_v4,2026-05-25T00:12:02.378191+00:00,osm_import_terminal_v4,{},venue
Bar ERRE de Rebelión,43B-36 Calle 9,,,,+57 324 2672585,https://www.instagram.com/erre.medellin/,,6.210288,-75.5717944,2026-05-25T00:12:02.378191+00:00,approved,active,Colombia,community,osm_venues_co_v4,co_00337,co_venues_batch_v4,2026-05-25T00:12:02.378191+00:00,osm_import_terminal_v4,{},venue
Porthos Steakhouse & Pub,5-19 Calle del Estanco del Tabaco,,,,+57 605 3966030,https://www.porthos.com.co,,10.4243876,-75.5504047,2026-05-25T00:12:02.378191+00:00,approved,active,Colombia,community,osm_venues_co_v4,co_00338,co_venues_batch_v4,2026-05-25T00:12:02.378191+00:00,osm_import_terminal_v4,{},venue
Bar,,,,,,,,4.6145687,-74.195799,2026-05-25T00:12:02.378191+00:00,approved,active,Colombia,community,osm_venues_co_v4,co_00339,co_venues_batch_v4,2026-05-25T00:12:02.378191+00:00,osm_import_terminal_v4,{},venue
Bar,,,,,,,,4.6145242,-74.1958748,2026-05-25T00:12:02.378191+00:00,approved,active,Colombia,community,osm_venues_co_v4,co_00340,co_venues_batch_v4,2026-05-25T00:12:02.378191+00:00,osm_import_terminal_v4,{},venue
Bar,,,,,,,,4.6145013,-74.1957211,2026-05-25T00:12:02.378191+00:00,approved,active,Colombia,community,osm_venues_co_v4,co_00341,co_venues_batch_v4,2026-05-25T00:12:02.378191+00:00,osm_import_terminal_v4,{},venue
El Irish,,,,,,,,4.6549432,-74.0592722,2026-05-25T00:12:02.378191+00:00,approved,active,Colombia,community,osm_venues_co_v4,co_00342,co_venues_batch_v4,2026-05-25T00:12:02.378191+00:00,osm_import_terminal_v4,{},venue
Asados Bartolos,,,,,,,,6.1703848,-75.587695,2026-05-25T00:12:02.378191+00:00,approved,active,Colombia,community,osm_venues_co_v4,co_00343,co_venues_batch_v4,2026-05-25T00:12:02.378191+00:00,osm_import_terminal_v4,{},venue
Barichara II,,,,,+57 301 6522118,,,4.6033141,-74.0688584,2026-05-25T00:12:02.378191+00:00,approved,active,Colombia,community,osm_venues_co_v4,co_00344,co_venues_batch_v4,2026-05-25T00:12:02.378191+00:00,osm_import_terminal_v4,{},venue
Dharma Licorera-Bar,,,,,+57 300 4600319,,,6.2494196,-75.5618675,2026-05-25T00:12:02.378191+00:00,approved,active,Colombia,community,osm_venues_co_v4,co_00345,co_venues_batch_v4,2026-05-25T00:12:02.378191+00:00,osm_import_terminal_v4,{},venue
Restaurante Bar Rumba y Carbón,,,,,,,,6.1583364,-75.6428197,2026-05-25T00:12:02.378191+00:00,approved,active,Colombia,community,osm_venues_co_v4,co_00346,co_venues_batch_v4,2026-05-25T00:12:02.378191+00:00,osm_import_terminal_v4,{},venue
Bareque & Tapia,38-85 Calle 49,,,,,,,6.2443549,-75.5598243,2026-05-25T00:12:02.378191+00:00,approved,active,Colombia,community,osm_venues_co_v4,co_00347,co_venues_batch_v4,2026-05-25T00:12:02.378191+00:00,osm_import_terminal_v4,{},venue
Bar Obreros Sanz,,,,,,,,4.6068024,-74.0708095,2026-05-25T00:12:02.378191+00:00,approved,active,Colombia,community,osm_venues_co_v4,co_00348,co_venues_batch_v4,2026-05-25T00:12:02.378191+00:00,osm_import_terminal_v4,{},venue
Terraza Bar Bastión,6-87 Calle del Sargento Mayor,Cartagena de Indias,,472000,,,,10.4269901,-75.5488517,2026-05-25T00:12:02.378191+00:00,approved,active,Colombia,community,osm_venues_co_v4,co_00349,co_venues_batch_v4,2026-05-25T00:12:02.378191+00:00,osm_import_terminal_v4,{},venue
West Ham Pub,,,,,,,,4.6039026,-74.0690576,2026-05-25T00:12:02.378191+00:00,approved,active,Colombia,community,osm_venues_co_v4,co_00350,co_venues_batch_v4,2026-05-25T00:12:02.378191+00:00,osm_import_terminal_v4,{},venue
London Pub Irlandés,,,,,,,,6.240354,-75.5966752,2026-05-25T00:12:02.378191+00:00,approved,active,Colombia,community,osm_venues_co_v4,co_00351,co_venues_batch_v4,2026-05-25T00:12:02.378191+00:00,osm_import_terminal_v4,{},venue
Game Over Resto Bar,,,,,,,,6.2463357,-75.5966105,2026-05-25T00:12:02.378191+00:00,approved,active,Colombia,community,osm_venues_co_v4,co_00352,co_venues_batch_v4,2026-05-25T00:12:02.378191+00:00,osm_import_terminal_v4,{},venue
La Juma Barr,,,,,,,,11.0231628,-74.7960561,2026-05-25T00:12:02.378191+00:00,approved,active,Colombia,community,osm_venues_co_v4,co_00353,co_venues_batch_v4,2026-05-25T00:12:02.378191+00:00,osm_import_terminal_v4,{},venue
Restaurante Bar El Patio de Lety,Calle 21,Soledad,,,,,,10.9172565,-74.7671512,2026-05-25T00:12:02.378191+00:00,approved,active,Colombia,community,osm_venues_co_v4,co_00354,co_venues_batch_v4,2026-05-25T00:12:02.378191+00:00,osm_import_terminal_v4,{},venue
Aduana Piano Bar,36-135 Vía 40,Barranquilla,,,,https://queresto.com/Aduana,,10.989333,-74.7794269,2026-05-25T00:12:02.378191+00:00,approved,active,Colombia,community,osm_venues_co_v4,co_00355,co_venues_batch_v4,2026-05-25T00:12:02.378191+00:00,osm_import_terminal_v4,{},venue
Tropicana Gastrobar,,,,,,,,10.3971715,-75.562787,2026-05-25T00:12:02.378191+00:00,approved,active,Colombia,community,osm_venues_co_v4,co_00356,co_venues_batch_v4,2026-05-25T00:12:02.378191+00:00,osm_import_terminal_v4,{},venue
Domo Barrientos,,,,,,https://www.domosudea.com,,6.2659138,-75.5691415,2026-05-25T00:12:02.378191+00:00,approved,active,Colombia,community,osm_venues_co_v4,co_00357,co_venues_batch_v4,2026-05-25T00:12:02.378191+00:00,osm_import_terminal_v4,{},venue
La Fonda Del Tio Bar,Carrera 46,,,,,,,6.332005,-75.5538664,2026-05-25T00:12:02.378191+00:00,approved,active,Colombia,community,osm_venues_co_v4,co_00358,co_venues_batch_v4,2026-05-25T00:12:02.378191+00:00,osm_import_terminal_v4,{},venue
Santa Sazón - Resto Bar,74-138 Carrera 53,Barranquilla,,,,,,11.0010269,-74.8042064,2026-05-25T00:12:02.378191+00:00,approved,active,Colombia,community,osm_venues_co_v4,co_00359,co_venues_batch_v4,2026-05-25T00:12:02.378191+00:00,osm_import_terminal_v4,{},venue
Bar,,,,,,,,6.2899225,-75.5837384,2026-05-25T00:12:02.378191+00:00,approved,active,Colombia,community,osm_venues_co_v4,co_00360,co_venues_batch_v4,2026-05-25T00:12:02.378191+00:00,osm_import_terminal_v4,{},venue
Bar,,,,,,,,6.2924053,-75.5845827,2026-05-25T00:12:02.378191+00:00,approved,active,Colombia,community,osm_venues_co_v4,co_00361,co_venues_batch_v4,2026-05-25T00:12:02.378191+00:00,osm_import_terminal_v4,{},venue
Instinto RestoBar,,,,,,,,6.3223733,-75.596022,2026-05-25T00:12:02.378191+00:00,approved,active,Colombia,community,osm_venues_co_v4,co_00362,co_venues_batch_v4,2026-05-25T00:12:02.378191+00:00,osm_import_terminal_v4,{},venue
El Rincón Paisa Gastro Bar,,,,,,,,10.3923469,-75.4820162,2026-05-25T00:12:02.378191+00:00,approved,active,Colombia,community,osm_venues_co_v4,co_00363,co_venues_batch_v4,2026-05-25T00:12:02.378191+00:00,osm_import_terminal_v4,{},venue
360 Rooftop Bar & Restaurante,#36-29 Calle 10A,,,,,,,6.2096683,-75.5661122,2026-05-25T00:12:02.378191+00:00,approved,active,Colombia,community,osm_venues_co_v4,co_00364,co_venues_batch_v4,2026-05-25T00:12:02.378191+00:00,osm_import_terminal_v4,{},venue
Bar Cazeta,,,,,,,,10.4841326,-75.491346,2026-05-25T00:12:02.378191+00:00,approved,active,Colombia,community,osm_venues_co_v4,co_00365,co_venues_batch_v4,2026-05-25T00:12:02.378191+00:00,osm_import_terminal_v4,{},venue
Bar Zanzibar,,,,,,,,10.4801445,-75.4927572,2026-05-25T00:12:02.378191+00:00,approved,active,Colombia,community,osm_venues_co_v4,co_00366,co_venues_batch_v4,2026-05-25T00:12:02.378191+00:00,osm_import_terminal_v4,{},venue
BrewPub,Avenida Carrera 19,Bogotá,,,,,,4.6937828,-74.0510635,2026-05-25T00:12:02.378191+00:00,approved,active,Colombia,community,osm_venues_co_v4,co_00367,co_venues_batch_v4,2026-05-25T00:12:02.378191+00:00,osm_import_terminal_v4,{},venue
The Pub,Calle 140,Bogotá D.C.,,,,,,4.717106,-74.0314605,2026-05-25T00:12:02.378191+00:00,approved,active,Colombia,community,osm_venues_co_v4,co_00368,co_venues_batch_v4,2026-05-25T00:12:02.378191+00:00,osm_import_terminal_v4,{},venue
Alpus Restaurante Bar,,,,,+5744270111,,,6.2782322,-75.6348903,2026-05-25T00:12:02.378191+00:00,approved,active,Colombia,community,osm_venues_co_v4,co_00369,co_venues_batch_v4,2026-05-25T00:12:02.378191+00:00,osm_import_terminal_v4,{},venue
Barra Café,7-67 Calle 40C,bogotá D.C.,,,,,,4.6288931,-74.0657045,2026-05-25T00:12:02.378191+00:00,approved,active,Colombia,community,osm_venues_co_v4,co_00370,co_venues_batch_v4,2026-05-25T00:12:02.378191+00:00,osm_import_terminal_v4,{},venue
Video Bar Mi Caliche,Calle 2,,,,,,,4.6039551,-74.1045332,2026-05-25T00:12:02.378191+00:00,approved,active,Colombia,community,osm_venues_co_v4,co_00371,co_venues_batch_v4,2026-05-25T00:12:02.378191+00:00,osm_import_terminal_v4,{},venue
Coffe Bar Mejilk,Carrera 13,,,,,,,4.6327647,-74.0665755,2026-05-25T00:12:02.378191+00:00,approved,active,Colombia,community,osm_venues_co_v4,co_00372,co_venues_batch_v4,2026-05-25T00:12:02.378191+00:00,osm_import_terminal_v4,{},venue
Bar Indigo,Carrera 9,Bogotá D.C.,,,,,,4.6380501,-74.0638891,2026-05-25T00:12:02.378191+00:00,approved,active,Colombia,community,osm_venues_co_v4,co_00373,co_venues_batch_v4,2026-05-25T00:12:02.378191+00:00,osm_import_terminal_v4,{},venue
Cafe Bar,10-48 Calle 63A,Bogotá,,,,,,4.6499291,-74.0624595,2026-05-25T00:12:02.378191+00:00,approved,active,Colombia,community,osm_venues_co_v4,co_00374,co_venues_batch_v4,2026-05-25T00:12:02.378191+00:00,osm_import_terminal_v4,{},venue
Café Bar,,,,,,,,4.6358019,-74.0682532,2026-05-25T00:12:02.378191+00:00,approved,active,Colombia,community,osm_venues_co_v4,co_00375,co_venues_batch_v4,2026-05-25T00:12:02.378191+00:00,osm_import_terminal_v4,{},venue
Monte Castilla Bar,,,,,,,,4.6427875,-74.1420888,2026-05-25T00:12:02.378191+00:00,approved,active,Colombia,community,osm_venues_co_v4,co_00376,co_venues_batch_v4,2026-05-25T00:12:02.378191+00:00,osm_import_terminal_v4,{},venue
Terraza Bar Edwin,,,,,,,,10.3753672,-75.4936316,2026-05-25T00:12:02.378191+00:00,approved,active,Colombia,community,osm_venues_co_v4,co_00377,co_venues_batch_v4,2026-05-25T00:12:02.378191+00:00,osm_import_terminal_v4,{},venue
Bar y Billar Barbilla Poker,Transversal 5A,,,,,,,4.7042078,-74.0257113,2026-05-25T00:12:02.378191+00:00,approved,active,Colombia,community,osm_venues_co_v4,co_00378,co_venues_batch_v4,2026-05-25T00:12:02.378191+00:00,osm_import_terminal_v4,{},venue
King's Pub,Avenida Pepe Sierra - Calle 116,,,,,,,4.6987147,-74.0486713,2026-05-25T00:12:02.378191+00:00,approved,active,Colombia,community,osm_venues_co_v4,co_00379,co_venues_batch_v4,2026-05-25T00:12:02.378191+00:00,osm_import_terminal_v4,{},venue
San Martin Bar,,,,,,,,4.5984118,-74.1244429,2026-05-25T00:12:02.378191+00:00,approved,active,Colombia,community,osm_venues_co_v4,co_00380,co_venues_batch_v4,2026-05-25T00:12:02.378191+00:00,osm_import_terminal_v4,{},venue
Bar Rock,,,,,,,,4.5992935,-74.124162,2026-05-25T00:12:02.378191+00:00,approved,active,Colombia,community,osm_venues_co_v4,co_00381,co_venues_batch_v4,2026-05-25T00:12:02.378191+00:00,osm_import_terminal_v4,{},venue
Karaoke Bar,Avenida Calle 80,,,,,,,4.6847221,-74.0812195,2026-05-25T00:12:02.378191+00:00,approved,active,Colombia,community,osm_venues_co_v4,co_00382,co_venues_batch_v4,2026-05-25T00:12:02.378191+00:00,osm_import_terminal_v4,{},venue
Shots Bar,Calle 84 Bis,,,,,,,4.66896,-74.0549931,2026-05-25T00:12:02.378191+00:00,approved,active,Colombia,community,osm_venues_co_v4,co_00383,co_venues_batch_v4,2026-05-25T00:12:02.378191+00:00,osm_import_terminal_v4,{},venue
Barcelona,Calle 149,,,,,,,4.7313535,-74.0505206,2026-05-25T00:12:02.378191+00:00,approved,active,Colombia,community,osm_venues_co_v4,co_00384,co_venues_batch_v4,2026-05-25T00:12:02.378191+00:00,osm_import_terminal_v4,{},venue
Parrilla Bar 129,Carrera 59,,,,,,,4.7202322,-74.0707575,2026-05-25T00:12:02.378191+00:00,approved,active,Colombia,community,osm_venues_co_v4,co_00385,co_venues_batch_v4,2026-05-25T00:12:02.378191+00:00,osm_import_terminal_v4,{},venue
Bartues,Calle 106,,,,,,,4.6927618,-74.0502433,2026-05-25T00:12:02.378191+00:00,approved,active,Colombia,community,osm_venues_co_v4,co_00386,co_venues_batch_v4,2026-05-25T00:12:02.378191+00:00,osm_import_terminal_v4,{},venue
Cabaret,Calle 109,,,,,,,4.6937024,-74.0478107,2026-05-25T00:12:02.378191+00:00,approved,active,Colombia,community,osm_venues_co_v4,co_00387,co_venues_batch_v4,2026-05-25T00:12:02.378191+00:00,osm_import_terminal_v4,{},venue
Restaurante Bar Lochis,Calle 143,,,,,,,4.7258791,-74.052999,2026-05-25T00:12:02.378191+00:00,approved,active,Colombia,community,osm_venues_co_v4,co_00388,co_venues_batch_v4,2026-05-25T00:12:02.378191+00:00,osm_import_terminal_v4,{},venue
El Bar de Marce,Carrera 92,,,,,,,4.7064058,-74.1049574,2026-05-25T00:12:02.378191+00:00,approved,active,Colombia,community,osm_venues_co_v4,co_00389,co_venues_batch_v4,2026-05-25T00:12:02.378191+00:00,osm_import_terminal_v4,{},venue
Cigarreria el Chato Barrera,Calle 44,,,,,,,4.6477482,-74.0935766,2026-05-25T00:12:02.378191+00:00,approved,active,Colombia,community,osm_venues_co_v4,co_00390,co_venues_batch_v4,2026-05-25T00:12:02.378191+00:00,osm_import_terminal_v4,{},venue
Bar La Cabaña,Carrera 111B,,,,,,,4.7043703,-74.1315977,2026-05-25T00:12:02.378191+00:00,approved,active,Colombia,community,osm_venues_co_v4,co_00391,co_venues_batch_v4,2026-05-25T00:12:02.378191+00:00,osm_import_terminal_v4,{},venue
Bar Los Recuerdos de Ella,Calle 66A,,,,,,,4.6944965,-74.1177723,2026-05-25T00:12:02.378191+00:00,approved,active,Colombia,community,osm_venues_co_v4,co_00392,co_venues_batch_v4,2026-05-25T00:12:02.378191+00:00,osm_import_terminal_v4,{},venue
Galeria bar,,,,,,,,4.6037905,-74.0685089,2026-05-25T00:12:02.378191+00:00,approved,active,Colombia,community,osm_venues_co_v4,co_00393,co_venues_batch_v4,2026-05-25T00:12:02.378191+00:00,osm_import_terminal_v4,{},venue
Real Barril,Transversal 18 Bis,Bogotá D.C.,,,,,,4.5865001,-74.0967566,2026-05-25T00:12:02.378191+00:00,approved,active,Colombia,community,osm_venues_co_v4,co_00394,co_venues_batch_v4,2026-05-25T00:12:02.378191+00:00,osm_import_terminal_v4,{},venue
Agula Bar La Paisa,Carrera 19,,,,,,,4.5919351,-74.0953556,2026-05-25T00:12:02.378191+00:00,approved,active,Colombia,community,osm_venues_co_v4,co_00395,co_venues_batch_v4,2026-05-25T00:12:02.378191+00:00,osm_import_terminal_v4,{},venue
Mateo Pub Cafe,Carrera 24,,,,,,,4.5889921,-74.099923,2026-05-25T00:12:02.378191+00:00,approved,active,Colombia,community,osm_venues_co_v4,co_00396,co_venues_batch_v4,2026-05-25T00:12:02.378191+00:00,osm_import_terminal_v4,{},venue
Restaurante Bar San Pedro,Carrera 16,,,,,,,4.5850409,-74.0984703,2026-05-25T00:12:02.378191+00:00,approved,active,Colombia,community,osm_venues_co_v4,co_00397,co_venues_batch_v4,2026-05-25T00:12:02.378191+00:00,osm_import_terminal_v4,{},venue
Pasteleria Barsa Express,Calle 64 Sur,,,,,,,4.5703029,-74.1514375,2026-05-25T00:12:02.378191+00:00,approved,active,Colombia,community,osm_venues_co_v4,co_00398,co_venues_batch_v4,2026-05-25T00:12:02.378191+00:00,osm_import_terminal_v4,{},venue
Rockola Bar Rana,Carrera 53,,,,,,,4.6309246,-74.1072378,2026-05-25T00:12:02.378191+00:00,approved,active,Colombia,community,osm_venues_co_v4,co_00399,co_venues_batch_v4,2026-05-25T00:12:02.378191+00:00,osm_import_terminal_v4,{},venue
Jackass Bar,Avenida Calle 53,,,,,,,4.6693565,-74.105171,2026-05-25T00:12:02.378191+00:00,approved,active,Colombia,community,osm_venues_co_v4,co_00400,co_venues_batch_v4,2026-05-25T00:12:02.378191+00:00,osm_import_terminal_v4,{},venue
Puro Zumo Juice Bar,Carrera 75,,,,,,,4.665881,-74.1194494,2026-05-25T00:12:02.378191+00:00,approved,active,Colombia,community,osm_venues_co_v4,co_00401,co_venues_batch_v4,2026-05-25T00:12:02.378191+00:00,osm_import_terminal_v4,{},venue
La Barra,Avenida Calle 20,Bogota D.C.,,,,,,4.6260293,-74.09924,2026-05-25T00:12:02.378191+00:00,approved,active,Colombia,community,osm_venues_co_v4,co_00402,co_venues_batch_v4,2026-05-25T00:12:02.378191+00:00,osm_import_terminal_v4,{},venue
Shala Bar,69-13 Avenida Primero de Mayo Calle 26 Sur,,,,,,,4.6136754,-74.1354947,2026-05-25T00:12:02.378191+00:00,approved,active,Colombia,community,osm_venues_co_v4,co_00403,co_venues_batch_v4,2026-05-25T00:12:02.378191+00:00,osm_import_terminal_v4,{},venue
Limbo Bar,Avenida Primero de Mayo,Bogotá D.C.,,,,,,4.6152222,-74.1360456,2026-05-25T00:12:02.378191+00:00,approved,active,Colombia,community,osm_venues_co_v4,co_00404,co_venues_batch_v4,2026-05-25T00:12:02.378191+00:00,osm_import_terminal_v4,{},venue
El Bar De las Cervasa,Avenida Primero de Mayo,Bogotá D.C.,,,,,,4.6154568,-74.1362195,2026-05-25T00:12:02.378191+00:00,approved,active,Colombia,community,osm_venues_co_v4,co_00405,co_venues_batch_v4,2026-05-25T00:12:02.378191+00:00,osm_import_terminal_v4,{},venue
Restaurante Bar,Carrera 69F,Bogotá,,,,,,4.625221,-74.1309138,2026-05-25T00:12:02.378191+00:00,approved,active,Colombia,community,osm_venues_co_v4,co_00406,co_venues_batch_v4,2026-05-25T00:12:02.378191+00:00,osm_import_terminal_v4,{},venue
Capital Pub,6-61 Sur Carrera 71D,,,,,,,4.6177561,-74.1378469,2026-05-25T00:12:02.378191+00:00,approved,active,Colombia,community,osm_venues_co_v4,co_00407,co_venues_batch_v4,2026-05-25T00:12:02.378191+00:00,osm_import_terminal_v4,{},venue
Asadero Bar La Fe,Diagonal 32,,,,,,,10.3985083,-75.4795369,2026-05-25T00:12:02.378191+00:00,approved,active,Colombia,community,osm_venues_co_v4,co_00408,co_venues_batch_v4,2026-05-25T00:12:02.378191+00:00,osm_import_terminal_v4,{},venue
Pippos Bar,Carrera 81,,,,,,,6.2382747,-75.6028102,2026-05-25T00:12:02.378191+00:00,approved,active,Colombia,community,osm_venues_co_v4,co_00409,co_venues_batch_v4,2026-05-25T00:12:02.378191+00:00,osm_import_terminal_v4,{},venue
The Beer Wagon Pub,KM 4.5 Vía Patios,,,,,,,4.6751784,-74.0215248,2026-05-25T00:12:02.378191+00:00,approved,active,Colombia,community,osm_venues_co_v4,co_00410,co_venues_batch_v4,2026-05-25T00:12:02.378191+00:00,osm_import_terminal_v4,{},venue
Frechibar,,,,,,,,6.1543631,-75.5376681,2026-05-25T00:12:02.378191+00:00,approved,active,Colombia,community,osm_venues_co_v4,co_00411,co_venues_batch_v4,2026-05-25T00:12:02.378191+00:00,osm_import_terminal_v4,{},venue
Bar Oasis 07,123-15 Calle 64,Bogotá,,,,,,4.7154297,-74.1424652,2026-05-25T00:12:02.378191+00:00,approved,active,Colombia,community,osm_venues_co_v4,co_00412,co_venues_batch_v4,2026-05-25T00:12:02.378191+00:00,osm_import_terminal_v4,{},venue
Cigarreria Titanic Bar,64-07 Carrera 124,,,,,,,4.7161321,-74.1425049,2026-05-25T00:12:02.378191+00:00,approved,active,Colombia,community,osm_venues_co_v4,co_00413,co_venues_batch_v4,2026-05-25T00:12:02.378191+00:00,osm_import_terminal_v4,{},venue
Estanco El Baratón,9A-05 Carrera 46C,Barranquilla,,,,,,10.9876691,-74.7761804,2026-05-25T00:12:02.378191+00:00,approved,active,Colombia,community,osm_venues_co_v4,co_00414,co_venues_batch_v4,2026-05-25T00:12:02.378191+00:00,osm_import_terminal_v4,{},venue
Rancho Paisa Bar Restaurante,98-03 Calle 19,Bogotá,,,+57313 8469429,,,4.673106,-74.1427374,2026-05-25T00:12:02.378191+00:00,approved,active,Colombia,community,osm_venues_co_v4,co_00415,co_venues_batch_v4,2026-05-25T00:12:02.378191+00:00,osm_import_terminal_v4,{},venue
Estadero La Barra,81 Carrera 21,Soledad,,,,,,10.9201297,-74.8157782,2026-05-25T00:12:02.378191+00:00,approved,active,Colombia,community,osm_venues_co_v4,co_00416,co_venues_batch_v4,2026-05-25T00:12:02.378191+00:00,osm_import_terminal_v4,{},venue
Bar El Faraon,,,,,,,,6.3067675,-75.5554849,2026-05-25T00:12:02.378191+00:00,approved,active,Colombia,community,osm_venues_co_v4,co_00417,co_venues_batch_v4,2026-05-25T00:12:02.378191+00:00,osm_import_terminal_v4,{},venue
Sky Bar Medellin,,,,,,,,6.2084889,-75.5678832,2026-05-25T00:12:02.378191+00:00,approved,active,Colombia,community,osm_venues_co_v4,co_00418,co_venues_batch_v4,2026-05-25T00:12:02.378191+00:00,osm_import_terminal_v4,{},venue
Ambar Café Boutique,Cra. 50A #44 - 43,Itagüí,,,,,,6.170704,-75.61359,2026-05-25T00:12:02.378191+00:00,approved,active,Colombia,community,osm_venues_co_v4,co_00419,co_venues_batch_v4,2026-05-25T00:12:02.378191+00:00,osm_import_terminal_v4,{},venue
Parque Publico San Jose de Bavaria,Calle 169,Bogotá D.C.,,,,,,4.7565012,-74.0627744,2026-05-25T00:12:02.378191+00:00,approved,active,Colombia,community,osm_venues_co_v4,co_00420,co_venues_batch_v4,2026-05-25T00:12:02.378191+00:00,osm_import_terminal_v4,{},venue
Reed Pub,20 33 Avenida Calle 45,Bogotá D.C.,,111311326,,,,4.6333309,-74.0729782,2026-05-25T00:12:02.378191+00:00,approved,active,Colombia,community,osm_venues_co_v4,co_00421,co_venues_batch_v4,2026-05-25T00:12:02.378191+00:00,osm_import_terminal_v4,{},venue
El Veinte Estanco - Bar,,,,,,,,10.3768388,-75.4996294,2026-05-25T00:12:02.378191+00:00,approved,active,Colombia,community,osm_venues_co_v4,co_00422,co_venues_batch_v4,2026-05-25T00:12:02.378191+00:00,osm_import_terminal_v4,{},venue
Restaurante • Bar • Disco Salsa y Sazón Wilken,,,,,,,,10.3897604,-75.4876532,2026-05-25T00:12:02.378191+00:00,approved,active,Colombia,community,osm_venues_co_v4,co_00423,co_venues_batch_v4,2026-05-25T00:12:02.378191+00:00,osm_import_terminal_v4,{},venue
Perrito Loko Asadero Terraza Bar,,,,,,,,10.3897088,-75.4875703,2026-05-25T00:12:02.378191+00:00,approved,active,Colombia,community,osm_venues_co_v4,co_00424,co_venues_batch_v4,2026-05-25T00:12:02.378191+00:00,osm_import_terminal_v4,{},venue
Gastrobar La 31,,,,,,,,10.3876852,-75.4872685,2026-05-25T00:12:02.378191+00:00,approved,active,Colombia,community,osm_venues_co_v4,co_00425,co_venues_batch_v4,2026-05-25T00:12:02.378191+00:00,osm_import_terminal_v4,{},venue
Ibiza Grastrobar,,,,,,,,10.3863886,-75.487182,2026-05-25T00:12:02.378191+00:00,approved,active,Colombia,community,osm_venues_co_v4,co_00426,co_venues_batch_v4,2026-05-25T00:12:02.378191+00:00,osm_import_terminal_v4,{},venue
María Barilla,,,,,,,,10.3868963,-75.4858258,2026-05-25T00:12:02.378191+00:00,approved,active,Colombia,community,osm_venues_co_v4,co_00427,co_venues_batch_v4,2026-05-25T00:12:02.378191+00:00,osm_import_terminal_v4,{},venue
Terko Bar,Calle 50 #47-21,Copacabana,,,,,,6.3472642,-75.5059991,2026-05-25T00:12:02.378191+00:00,approved,active,Colombia,community,osm_venues_co_v4,co_00428,co_venues_batch_v4,2026-05-25T00:12:02.378191+00:00,osm_import_terminal_v4,{},venue
Cocoa Disco Bar,,,,,,,,10.3872612,-75.4894692,2026-05-25T00:12:02.378191+00:00,approved,active,Colombia,community,osm_venues_co_v4,co_00429,co_venues_batch_v4,2026-05-25T00:12:02.378191+00:00,osm_import_terminal_v4,{},venue
Gastro Bar New York en Cartagena,,,,,,,,10.380378,-75.4977407,2026-05-25T00:12:02.378191+00:00,approved,active,Colombia,community,osm_venues_co_v4,co_00430,co_venues_batch_v4,2026-05-25T00:12:02.378191+00:00,osm_import_terminal_v4,{},venue
Punto Corona Barrilla Bar - Nuevo Campestre,,,,,,,,10.3791327,-75.5006503,2026-05-25T00:12:02.378191+00:00,approved,active,Colombia,community,osm_venues_co_v4,co_00431,co_venues_batch_v4,2026-05-25T00:12:02.378191+00:00,osm_import_terminal_v4,{},venue
