venue_name,address,city,state,zip_code,phone,website,sports_supported,latitude,longitude,approved_at,photo_review_status,admin_status,country,origin_type,community_source,community_source_id,community_seed_batch,community_seeded_at,community_curated_by,community_provenance,place_type
Kaffe Bar,,,,,,,,41.4145439,2.1387193,2026-05-24T23:20:21.554352+00:00,approved,active,Spain,community,osm_venues_es_v4,es_00104,es_venues_batch_v4,2026-05-24T23:20:21.554352+00:00,osm_import_terminal_v4,{},venue
Los Barriles,,,,,,,,37.3292868,-5.9673377,2026-05-24T23:20:21.554352+00:00,approved,active,Spain,community,osm_venues_es_v4,es_00105,es_venues_batch_v4,2026-05-24T23:20:21.554352+00:00,osm_import_terminal_v4,{},venue
Barrutia y el 9,,,,,+34 913192946,https://barrutiayel9.com/,,40.4255455,-3.6953453,2026-05-24T23:20:21.554352+00:00,approved,active,Spain,community,osm_venues_es_v4,es_00106,es_venues_batch_v4,2026-05-24T23:20:21.554352+00:00,osm_import_terminal_v4,{},venue
Santa Bárbara,,,,,,,,40.4268533,-3.6960421,2026-05-24T23:20:21.554352+00:00,approved,active,Spain,community,osm_venues_es_v4,es_00107,es_venues_batch_v4,2026-05-24T23:20:21.554352+00:00,osm_import_terminal_v4,{},venue
La Barca del Patio,,,,,,https://www.labarcadelpatio.es/,,40.4106629,-3.7074954,2026-05-24T23:20:21.554352+00:00,approved,active,Spain,community,osm_venues_es_v4,es_00108,es_venues_batch_v4,2026-05-24T23:20:21.554352+00:00,osm_import_terminal_v4,{},venue
Bar Acapulco,,,,,,,,41.3608771,2.1101417,2026-05-24T23:20:21.554352+00:00,approved,active,Spain,community,osm_venues_es_v4,es_00109,es_venues_batch_v4,2026-05-24T23:20:21.554352+00:00,osm_import_terminal_v4,{},venue
Bar Citroen,,,,,,,,37.378928,-5.98883,2026-05-24T23:20:21.554352+00:00,approved,active,Spain,community,osm_venues_es_v4,es_00110,es_venues_batch_v4,2026-05-24T23:20:21.554352+00:00,osm_import_terminal_v4,{},venue
Carmela Bar de Tapas,6 Calle Santa María la Blanca,,,41004,+34 954 540590,http://www.barcalamela.es,,37.3865012,-5.9877232,2026-05-24T23:20:21.554352+00:00,approved,active,Spain,community,osm_venues_es_v4,es_00111,es_venues_batch_v4,2026-05-24T23:20:21.554352+00:00,osm_import_terminal_v4,{},venue
Bar Kiosko Torre de los perdigones,,,,,,,,37.4036379,-5.9927732,2026-05-24T23:20:21.554352+00:00,approved,active,Spain,community,osm_venues_es_v4,es_00112,es_venues_batch_v4,2026-05-24T23:20:21.554352+00:00,osm_import_terminal_v4,{},venue
Bar Plaza,,,,,,,,41.4218746,2.141935,2026-05-24T23:20:21.554352+00:00,approved,active,Spain,community,osm_venues_es_v4,es_00113,es_venues_batch_v4,2026-05-24T23:20:21.554352+00:00,osm_import_terminal_v4,{},venue
Barril y Botella,,,,,,,,40.4376804,-3.6866683,2026-05-24T23:20:21.554352+00:00,approved,active,Spain,community,osm_venues_es_v4,es_00114,es_venues_batch_v4,2026-05-24T23:20:21.554352+00:00,osm_import_terminal_v4,{},venue
Bar Almendralejo,,,,,,,,37.4062492,-5.9282322,2026-05-24T23:20:21.554352+00:00,approved,active,Spain,community,osm_venues_es_v4,es_00115,es_venues_batch_v4,2026-05-24T23:20:21.554352+00:00,osm_import_terminal_v4,{},venue
Bar Escalera del 34,Calle de Diego de León,Madrid,,,,,,40.4347019,-3.681434,2026-05-24T23:20:21.554352+00:00,approved,active,Spain,community,osm_venues_es_v4,es_00116,es_venues_batch_v4,2026-05-24T23:20:21.554352+00:00,osm_import_terminal_v4,{},venue
Bar Rubí,107 Calle de Castelló,Madrid,,28006,+34 915623106,,,40.4349724,-3.6805545,2026-05-24T23:20:21.554352+00:00,approved,active,Spain,community,osm_venues_es_v4,es_00117,es_venues_batch_v4,2026-05-24T23:20:21.554352+00:00,osm_import_terminal_v4,{},venue
Bar Trattoria El Pepino,33 Carrer de Tordera,,,08012,,,,41.4016682,2.1614481,2026-05-24T23:20:21.554352+00:00,approved,active,Spain,community,osm_venues_es_v4,es_00118,es_venues_batch_v4,2026-05-24T23:20:21.554352+00:00,osm_import_terminal_v4,{},venue
Bar Gracia's,74 Carrer del Torrent de l'Olla,,,,,,,41.4006626,2.1591814,2026-05-24T23:20:21.554352+00:00,approved,active,Spain,community,osm_venues_es_v4,es_00119,es_venues_batch_v4,2026-05-24T23:20:21.554352+00:00,osm_import_terminal_v4,{},venue
El Otro Bar,,,,,,,,41.4014685,2.1578742,2026-05-24T23:20:21.554352+00:00,approved,active,Spain,community,osm_venues_es_v4,es_00120,es_venues_batch_v4,2026-05-24T23:20:21.554352+00:00,osm_import_terminal_v4,{},venue
Bar Rala,,,,,,,,41.3899136,2.1208597,2026-05-24T23:20:21.554352+00:00,approved,active,Spain,community,osm_venues_es_v4,es_00121,es_venues_batch_v4,2026-05-24T23:20:21.554352+00:00,osm_import_terminal_v4,{},venue
Bar Diego,,,,,,,,41.4223735,2.1440161,2026-05-24T23:20:21.554352+00:00,approved,active,Spain,community,osm_venues_es_v4,es_00122,es_venues_batch_v4,2026-05-24T23:20:21.554352+00:00,osm_import_terminal_v4,{},venue
Central Park Barcelona,,,,,,,,41.3897612,2.1222814,2026-05-24T23:20:21.554352+00:00,approved,active,Spain,community,osm_venues_es_v4,es_00123,es_venues_batch_v4,2026-05-24T23:20:21.554352+00:00,osm_import_terminal_v4,{},venue
Bar Donosti,,,,,,,,41.3896547,2.1201662,2026-05-24T23:20:21.554352+00:00,approved,active,Spain,community,osm_venues_es_v4,es_00124,es_venues_batch_v4,2026-05-24T23:20:21.554352+00:00,osm_import_terminal_v4,{},venue
Levies Cafe-Bar,15 Calle San José,Sevilla,,41004,+34 954 21 53 08,,,37.3875989,-5.9885597,2026-05-24T23:20:21.554352+00:00,approved,active,Spain,community,osm_venues_es_v4,es_00125,es_venues_batch_v4,2026-05-24T23:20:21.554352+00:00,osm_import_terminal_v4,{},venue
Bar Teatre de la Unió,,,,,,,,41.4715055,2.0804602,2026-05-24T23:20:21.554352+00:00,approved,active,Spain,community,osm_venues_es_v4,es_00126,es_venues_batch_v4,2026-05-24T23:20:21.554352+00:00,osm_import_terminal_v4,{},venue
Bar Narvaez,,,,,,,,41.3500085,2.073126,2026-05-24T23:20:21.554352+00:00,approved,active,Spain,community,osm_venues_es_v4,es_00127,es_venues_batch_v4,2026-05-24T23:20:21.554352+00:00,osm_import_terminal_v4,{},venue
Bar Antonio,,,,,,,,40.4417047,-3.6378328,2026-05-24T23:20:21.554352+00:00,approved,active,Spain,community,osm_venues_es_v4,es_00128,es_venues_batch_v4,2026-05-24T23:20:21.554352+00:00,osm_import_terminal_v4,{},venue
Bar Mariscal,2 Plaça del Rellotge,Santa Coloma de Gramenet,,08922,+34934682722,,,41.4497454,2.2188824,2026-05-24T23:20:21.554352+00:00,approved,active,Spain,community,osm_venues_es_v4,es_00129,es_venues_batch_v4,2026-05-24T23:20:21.554352+00:00,osm_import_terminal_v4,{},venue
Bar restaurant Lliri d'Or,3 Plaça del Rellotge,,,08922,,,,41.4497973,2.218908,2026-05-24T23:20:21.554352+00:00,approved,active,Spain,community,osm_venues_es_v4,es_00130,es_venues_batch_v4,2026-05-24T23:20:21.554352+00:00,osm_import_terminal_v4,{},venue
Bar Teatre,,,,,,,,41.3972642,2.1810241,2026-05-24T23:20:21.554352+00:00,approved,active,Spain,community,osm_venues_es_v4,es_00131,es_venues_batch_v4,2026-05-24T23:20:21.554352+00:00,osm_import_terminal_v4,{},venue
Bar Lugo,,,,,,,,41.3954743,2.1819512,2026-05-24T23:20:21.554352+00:00,approved,active,Spain,community,osm_venues_es_v4,es_00132,es_venues_batch_v4,2026-05-24T23:20:21.554352+00:00,osm_import_terminal_v4,{},venue
Bar Norte,,,,,,,,41.3974156,2.1815331,2026-05-24T23:20:21.554352+00:00,approved,active,Spain,community,osm_venues_es_v4,es_00133,es_venues_batch_v4,2026-05-24T23:20:21.554352+00:00,osm_import_terminal_v4,{},venue
Bar Territori,,,,,,,,41.3955442,2.1810719,2026-05-24T23:20:21.554352+00:00,approved,active,Spain,community,osm_venues_es_v4,es_00134,es_venues_batch_v4,2026-05-24T23:20:21.554352+00:00,osm_import_terminal_v4,{},venue
Bar Restaurant Bin,,,,,,,,41.3851458,2.1288972,2026-05-24T23:20:21.554352+00:00,approved,active,Spain,community,osm_venues_es_v4,es_00135,es_venues_batch_v4,2026-05-24T23:20:21.554352+00:00,osm_import_terminal_v4,{},venue
Albarakah,204 Carrer de València,,,,+34933234651,https://www.albarakah.es/,,41.388556,2.158145,2026-05-24T23:20:21.554352+00:00,approved,active,Spain,community,osm_venues_es_v4,es_00136,es_venues_batch_v4,2026-05-24T23:20:21.554352+00:00,osm_import_terminal_v4,{},venue
Bar Central,,,,,,,,41.3816402,2.1713753,2026-05-24T23:20:21.554352+00:00,approved,active,Spain,community,osm_venues_es_v4,es_00137,es_venues_batch_v4,2026-05-24T23:20:21.554352+00:00,osm_import_terminal_v4,{},venue
Bar Bilbilis,9 Avinguda de Rio de Janeiro,,,08016,,,,41.430896,2.1818758,2026-05-24T23:20:21.554352+00:00,approved,active,Spain,community,osm_venues_es_v4,es_00138,es_venues_batch_v4,2026-05-24T23:20:21.554352+00:00,osm_import_terminal_v4,{},venue
Bar Hot Dog City,,,,,,,,41.4324873,2.180298,2026-05-24T23:20:21.554352+00:00,approved,active,Spain,community,osm_venues_es_v4,es_00139,es_venues_batch_v4,2026-05-24T23:20:21.554352+00:00,osm_import_terminal_v4,{},venue
Bar Los Poetas,,,,,,,,40.4684087,-3.7175501,2026-05-24T23:20:21.554352+00:00,approved,active,Spain,community,osm_venues_es_v4,es_00140,es_venues_batch_v4,2026-05-24T23:20:21.554352+00:00,osm_import_terminal_v4,{},venue
Bar Gero,,,,,,,,40.4043018,-3.7544,2026-05-24T23:20:21.554352+00:00,approved,active,Spain,community,osm_venues_es_v4,es_00141,es_venues_batch_v4,2026-05-24T23:20:21.554352+00:00,osm_import_terminal_v4,{},venue
Bar El Paso,,,,,,,,40.4101824,-3.7390949,2026-05-24T23:20:21.554352+00:00,approved,active,Spain,community,osm_venues_es_v4,es_00142,es_venues_batch_v4,2026-05-24T23:20:21.554352+00:00,osm_import_terminal_v4,{},venue
Bar Plata,,,,,,,,37.4031478,-5.9893813,2026-05-24T23:20:21.554352+00:00,approved,active,Spain,community,osm_venues_es_v4,es_00143,es_venues_batch_v4,2026-05-24T23:20:21.554352+00:00,osm_import_terminal_v4,{},venue
Bar Fidel,24 Carrer de Ferlandina,Barcelona,,,,http://bar-fidel.com/,,41.3819082,2.1653476,2026-05-24T23:20:21.554352+00:00,approved,active,Spain,community,osm_venues_es_v4,es_00144,es_venues_batch_v4,2026-05-24T23:20:21.554352+00:00,osm_import_terminal_v4,{},venue
Bar Cervecería,,,,,,,,40.4123798,-3.7324522,2026-05-24T23:20:21.554352+00:00,approved,active,Spain,community,osm_venues_es_v4,es_00145,es_venues_batch_v4,2026-05-24T23:20:21.554352+00:00,osm_import_terminal_v4,{},venue
Bar Regina,,,,,,,,37.3945419,-5.9916005,2026-05-24T23:20:21.554352+00:00,approved,active,Spain,community,osm_venues_es_v4,es_00146,es_venues_batch_v4,2026-05-24T23:20:21.554352+00:00,osm_import_terminal_v4,{},venue
Sur Bar Tapas,,,,,,,,37.3933059,-5.9914368,2026-05-24T23:20:21.554352+00:00,approved,active,Spain,community,osm_venues_es_v4,es_00147,es_venues_batch_v4,2026-05-24T23:20:21.554352+00:00,osm_import_terminal_v4,{},venue
Bar Antigüedades,,,,,,,,37.3873127,-5.9927685,2026-05-24T23:20:21.554352+00:00,approved,active,Spain,community,osm_venues_es_v4,es_00148,es_venues_batch_v4,2026-05-24T23:20:21.554352+00:00,osm_import_terminal_v4,{},venue
Habana 5 Bar,,,,,,,,40.4482711,-3.6899093,2026-05-24T23:20:21.554352+00:00,approved,active,Spain,community,osm_venues_es_v4,es_00149,es_venues_batch_v4,2026-05-24T23:20:21.554352+00:00,osm_import_terminal_v4,{},venue
Bar Tino,,,,,,,,37.3929379,-5.9952811,2026-05-24T23:20:21.554352+00:00,approved,active,Spain,community,osm_venues_es_v4,es_00150,es_venues_batch_v4,2026-05-24T23:20:21.554352+00:00,osm_import_terminal_v4,{},venue
Tierra Burrito Bar,,,,,+34 910 05 39 08,https://www.tierraburritos.com,,40.4185437,-3.7095489,2026-05-24T23:20:21.554352+00:00,approved,active,Spain,community,osm_venues_es_v4,es_00151,es_venues_batch_v4,2026-05-24T23:20:21.554352+00:00,osm_import_terminal_v4,{},venue
Bar Olvera II,,,,,,,,37.3752023,-5.8982256,2026-05-24T23:20:21.554352+00:00,approved,active,Spain,community,osm_venues_es_v4,es_00152,es_venues_batch_v4,2026-05-24T23:20:21.554352+00:00,osm_import_terminal_v4,{},venue
Sport,,,,,,,,40.3746007,-3.6201543,2026-05-24T23:20:21.554352+00:00,approved,active,Spain,community,osm_venues_es_v4,es_00153,es_venues_batch_v4,2026-05-24T23:20:21.554352+00:00,osm_import_terminal_v4,{},venue
Bar San Lorenzo,,,,,,,,40.4088323,-3.6989418,2026-05-24T23:20:21.554352+00:00,approved,active,Spain,community,osm_venues_es_v4,es_00154,es_venues_batch_v4,2026-05-24T23:20:21.554352+00:00,osm_import_terminal_v4,{},venue
Granja Bar Torrent,7 Carrer del Torrent d'en Vidalet,,,,,,,41.403376,2.159999,2026-05-24T23:20:21.554352+00:00,approved,active,Spain,community,osm_venues_es_v4,es_00155,es_venues_batch_v4,2026-05-24T23:20:21.554352+00:00,osm_import_terminal_v4,{},venue
Pipus Barcelona,21 Carrer d'Arístides Maillol,,,08028,,,,41.3789147,2.1187793,2026-05-24T23:20:21.554352+00:00,approved,active,Spain,community,osm_venues_es_v4,es_00156,es_venues_batch_v4,2026-05-24T23:20:21.554352+00:00,osm_import_terminal_v4,{},venue
Fábrica Moritz Barcelona,41 Ronda Sant Antoni,,,,+34 934260050,https://www.moritz.cat/,,41.3825668,2.1633965,2026-05-24T23:20:21.554352+00:00,approved,active,Spain,community,osm_venues_es_v4,es_00157,es_venues_batch_v4,2026-05-24T23:20:21.554352+00:00,osm_import_terminal_v4,{},venue
Bar Jai-Ca Barceloneta,13 Ginebra,,,08003,,http://guiadigital.barcelonetapladebarris.cat/markets/view/bar-jai-ca,,41.3816466,2.1881927,2026-05-24T23:20:21.554352+00:00,approved,active,Spain,community,osm_venues_es_v4,es_00158,es_venues_batch_v4,2026-05-24T23:20:21.554352+00:00,osm_import_terminal_v4,{},venue
Bar Serena,,,,,,,,40.394147,-3.7577841,2026-05-24T23:20:21.554352+00:00,approved,active,Spain,community,osm_venues_es_v4,es_00159,es_venues_batch_v4,2026-05-24T23:20:21.554352+00:00,osm_import_terminal_v4,{},venue
Bar de Fénix,,,,,,,,40.3858017,-3.7592614,2026-05-24T23:20:21.554352+00:00,approved,active,Spain,community,osm_venues_es_v4,es_00160,es_venues_batch_v4,2026-05-24T23:20:21.554352+00:00,osm_import_terminal_v4,{},venue
Bar Nuria,Avda. de Málaga / Avda. de Cádiz,,,,,,,37.3825142,-5.9865165,2026-05-24T23:20:21.554352+00:00,approved,active,Spain,community,osm_venues_es_v4,es_00161,es_venues_batch_v4,2026-05-24T23:20:21.554352+00:00,osm_import_terminal_v4,{},venue
Delhi Darbar,,,,,,,,40.408015,-3.6974589,2026-05-24T23:20:21.554352+00:00,approved,active,Spain,community,osm_venues_es_v4,es_00162,es_venues_batch_v4,2026-05-24T23:20:21.554352+00:00,osm_import_terminal_v4,{},venue
Café de Barbieri,,,,,+34 917 246 572,https://www.cafebarbieri.com/,,40.4093171,-3.7008642,2026-05-24T23:20:21.554352+00:00,approved,active,Spain,community,osm_venues_es_v4,es_00163,es_venues_batch_v4,2026-05-24T23:20:21.554352+00:00,osm_import_terminal_v4,{},venue
Bar restaurante Blanquita,,,,,,,,41.4489613,2.2145359,2026-05-24T23:20:21.554352+00:00,approved,active,Spain,community,osm_venues_es_v4,es_00164,es_venues_batch_v4,2026-05-24T23:20:21.554352+00:00,osm_import_terminal_v4,{},venue
Bar De La Fuente,,,,,,,,40.4073615,-3.7470872,2026-05-24T23:20:21.554352+00:00,approved,active,Spain,community,osm_venues_es_v4,es_00165,es_venues_batch_v4,2026-05-24T23:20:21.554352+00:00,osm_import_terminal_v4,{},venue
Bar Rambla,,,,,,,,41.4508173,2.2118528,2026-05-24T23:20:21.554352+00:00,approved,active,Spain,community,osm_venues_es_v4,es_00166,es_venues_batch_v4,2026-05-24T23:20:21.554352+00:00,osm_import_terminal_v4,{},venue
Bar Restaurante Alcalá,17 Bulevar Salvador Allende,,,28100,,,,40.5379668,-3.6336957,2026-05-24T23:20:21.554352+00:00,approved,active,Spain,community,osm_venues_es_v4,es_00167,es_venues_batch_v4,2026-05-24T23:20:21.554352+00:00,osm_import_terminal_v4,{},venue
Bar Doña Ibis,,,,,,,,37.4058716,-5.9803596,2026-05-24T23:20:21.554352+00:00,approved,active,Spain,community,osm_venues_es_v4,es_00168,es_venues_batch_v4,2026-05-24T23:20:21.554352+00:00,osm_import_terminal_v4,{},venue
Bar Pino,,,,,,,,37.4069634,-5.9738771,2026-05-24T23:20:21.554352+00:00,approved,active,Spain,community,osm_venues_es_v4,es_00169,es_venues_batch_v4,2026-05-24T23:20:21.554352+00:00,osm_import_terminal_v4,{},venue
Bar Ramón,,,,,,,,41.3787446,2.1606289,2026-05-24T23:20:21.554352+00:00,approved,active,Spain,community,osm_venues_es_v4,es_00170,es_venues_batch_v4,2026-05-24T23:20:21.554352+00:00,osm_import_terminal_v4,{},venue
Bar Barça,,,,,,,,41.3830564,2.139438,2026-05-24T23:20:21.554352+00:00,approved,active,Spain,community,osm_venues_es_v4,es_00171,es_venues_batch_v4,2026-05-24T23:20:21.554352+00:00,osm_import_terminal_v4,{},venue
Bar Cruz de Mayo,110 Calle de Santa Engracia,,,28003,,,,40.4392996,-3.7003108,2026-05-24T23:20:21.554352+00:00,approved,active,Spain,community,osm_venues_es_v4,es_00172,es_venues_batch_v4,2026-05-24T23:20:21.554352+00:00,osm_import_terminal_v4,{},venue
Kayi Sushi Barcelona,164-166 Carrer de Balmes,Barcelona,,08008,+34 936 22 79 11,http://kayisushi.com,,41.3947557,2.1556429,2026-05-24T23:20:21.554352+00:00,approved,active,Spain,community,osm_venues_es_v4,es_00173,es_venues_batch_v4,2026-05-24T23:20:21.554352+00:00,osm_import_terminal_v4,{},venue
Bar Hermoso,,,,,,,,40.4967486,-3.6901176,2026-05-24T23:20:21.554352+00:00,approved,active,Spain,community,osm_venues_es_v4,es_00174,es_venues_batch_v4,2026-05-24T23:20:21.554352+00:00,osm_import_terminal_v4,{},venue
Restaurante Bar Mundi,7 Calle de San Bernardino,Madrid,,28015,,,,40.4251996,-3.7105807,2026-05-24T23:20:21.554352+00:00,approved,active,Spain,community,osm_venues_es_v4,es_00175,es_venues_batch_v4,2026-05-24T23:20:21.554352+00:00,osm_import_terminal_v4,{},venue
Bar Hawaii,Calle de Pérez Galdós,Madrid,,28004,+34 915 23 14 08,,,40.4223805,-3.6999707,2026-05-24T23:20:21.554352+00:00,approved,active,Spain,community,osm_venues_es_v4,es_00176,es_venues_batch_v4,2026-05-24T23:20:21.554352+00:00,osm_import_terminal_v4,{},venue
Pizzeria Bar Divina Pedralbes,11 Carrer d'Alfambra,Barcelona,,08034,+34932803184,,,41.3863754,2.1123914,2026-05-24T23:20:21.554352+00:00,approved,active,Spain,community,osm_venues_es_v4,es_00177,es_venues_batch_v4,2026-05-24T23:20:21.554352+00:00,osm_import_terminal_v4,{},venue
Bar Capricornio,14-16 Carrer de Pérez Galdós,Badalona,,08913,+34 933 982088,,,41.4381257,2.2179547,2026-05-24T23:20:21.554352+00:00,approved,active,Spain,community,osm_venues_es_v4,es_00178,es_venues_batch_v4,2026-05-24T23:20:21.554352+00:00,osm_import_terminal_v4,{},venue
Bar Chile,,,,,,,,41.3763785,2.1172529,2026-05-24T23:20:21.554352+00:00,approved,active,Spain,community,osm_venues_es_v4,es_00179,es_venues_batch_v4,2026-05-24T23:20:21.554352+00:00,osm_import_terminal_v4,{},venue
Bar Lozano,Calle de San Joaquín,Madrid,,28004,,,,40.4245087,-3.7016365,2026-05-24T23:20:21.554352+00:00,approved,active,Spain,community,osm_venues_es_v4,es_00180,es_venues_batch_v4,2026-05-24T23:20:21.554352+00:00,osm_import_terminal_v4,{},venue
Bar del Convent,,,,,,,,41.3875681,2.1811672,2026-05-24T23:20:21.554352+00:00,approved,active,Spain,community,osm_venues_es_v4,es_00181,es_venues_batch_v4,2026-05-24T23:20:21.554352+00:00,osm_import_terminal_v4,{},venue
Bar La Beata,16 Calle Doctor González Caraballo,Sevilla,,,,,,37.400714,-5.9241701,2026-05-24T23:20:21.554352+00:00,approved,active,Spain,community,osm_venues_es_v4,es_00182,es_venues_batch_v4,2026-05-24T23:20:21.554352+00:00,osm_import_terminal_v4,{},venue
Bar La Tapichuela,Calle Doctor González Caraballo,,,41020,,,,37.401519,-5.9247365,2026-05-24T23:20:21.554352+00:00,approved,active,Spain,community,osm_venues_es_v4,es_00183,es_venues_batch_v4,2026-05-24T23:20:21.554352+00:00,osm_import_terminal_v4,{},venue
Bar La Mina,Avenida de las Ciencias,,,,,,,37.4018002,-5.9264597,2026-05-24T23:20:21.554352+00:00,approved,active,Spain,community,osm_venues_es_v4,es_00184,es_venues_batch_v4,2026-05-24T23:20:21.554352+00:00,osm_import_terminal_v4,{},venue
Bar Camargo,Avenida de las Ciencias,,,,,,,37.4018459,-5.9271953,2026-05-24T23:20:21.554352+00:00,approved,active,Spain,community,osm_venues_es_v4,es_00185,es_venues_batch_v4,2026-05-24T23:20:21.554352+00:00,osm_import_terminal_v4,{},venue
George‘s Bar y Cafetéria,,,,,,,,41.390451,2.1981964,2026-05-24T23:20:21.554352+00:00,approved,active,Spain,community,osm_venues_es_v4,es_00186,es_venues_batch_v4,2026-05-24T23:20:21.554352+00:00,osm_import_terminal_v4,{},venue
Café Bar R-207,Carrer del Rosselló,Barcelona,,08008,,,,41.3927554,2.1564351,2026-05-24T23:20:21.554352+00:00,approved,active,Spain,community,osm_venues_es_v4,es_00187,es_venues_batch_v4,2026-05-24T23:20:21.554352+00:00,osm_import_terminal_v4,{},venue
Bar Atlantico,,,,,,,,37.4093452,-5.9804809,2026-05-24T23:20:21.554352+00:00,approved,active,Spain,community,osm_venues_es_v4,es_00188,es_venues_batch_v4,2026-05-24T23:20:21.554352+00:00,osm_import_terminal_v4,{},venue
Bar Canalejas,,,,,,,,40.3734664,-3.622616,2026-05-24T23:20:21.554352+00:00,approved,active,Spain,community,osm_venues_es_v4,es_00189,es_venues_batch_v4,2026-05-24T23:20:21.554352+00:00,osm_import_terminal_v4,{},venue
Nuestro Bar,19 Calle de Peña Cavero,,,,,,,40.373439,-3.6217926,2026-05-24T23:20:21.554352+00:00,approved,active,Spain,community,osm_venues_es_v4,es_00190,es_venues_batch_v4,2026-05-24T23:20:21.554352+00:00,osm_import_terminal_v4,{},venue
Bar Avellanita,,,,,,,,37.4100688,-5.9787946,2026-05-24T23:20:21.554352+00:00,approved,active,Spain,community,osm_venues_es_v4,es_00191,es_venues_batch_v4,2026-05-24T23:20:21.554352+00:00,osm_import_terminal_v4,{},venue
Bar La Prima Vera,2 Calle Mayo,Sevilla,,41009,+34 698 95 39 59,,,37.4096312,-5.9783838,2026-05-24T23:20:21.554352+00:00,approved,active,Spain,community,osm_venues_es_v4,es_00192,es_venues_batch_v4,2026-05-24T23:20:21.554352+00:00,osm_import_terminal_v4,{},venue
Bar Justi,,,,,,,,40.3855586,-3.7147683,2026-05-24T23:20:21.554352+00:00,approved,active,Spain,community,osm_venues_es_v4,es_00193,es_venues_batch_v4,2026-05-24T23:20:21.554352+00:00,osm_import_terminal_v4,{},venue
Bar Cafeteria L'Orangier,,,,,,,,37.3649281,-5.9810064,2026-05-24T23:20:21.554352+00:00,approved,active,Spain,community,osm_venues_es_v4,es_00194,es_venues_batch_v4,2026-05-24T23:20:21.554352+00:00,osm_import_terminal_v4,{},venue
Bar Villamadrid,54 Avenida Juan Andrés,Madrid,,28035,,,,40.4703382,-3.722748,2026-05-24T23:20:21.554352+00:00,approved,active,Spain,community,osm_venues_es_v4,es_00195,es_venues_batch_v4,2026-05-24T23:20:21.554352+00:00,osm_import_terminal_v4,{},venue
GastroBar21,,,,,+34 645 75 45 96,https://www.gastrobar21.es/,,40.4163331,-3.5731541,2026-05-24T23:20:21.554352+00:00,approved,active,Spain,community,osm_venues_es_v4,es_00196,es_venues_batch_v4,2026-05-24T23:20:21.554352+00:00,osm_import_terminal_v4,{},venue
Bar Cancelada,,,,,,,,41.4344074,2.1778813,2026-05-24T23:20:21.554352+00:00,approved,active,Spain,community,osm_venues_es_v4,es_00197,es_venues_batch_v4,2026-05-24T23:20:21.554352+00:00,osm_import_terminal_v4,{},venue
Bar Marpil,,,,,,,,40.4650762,-3.7214633,2026-05-24T23:20:21.554352+00:00,approved,active,Spain,community,osm_venues_es_v4,es_00198,es_venues_batch_v4,2026-05-24T23:20:21.554352+00:00,osm_import_terminal_v4,{},venue
Bar Matins,,,,,,,,40.4671891,-3.7218756,2026-05-24T23:20:21.554352+00:00,approved,active,Spain,community,osm_venues_es_v4,es_00199,es_venues_batch_v4,2026-05-24T23:20:21.554352+00:00,osm_import_terminal_v4,{},venue
Bar Maype,,,,,,,,40.4694307,-3.7215079,2026-05-24T23:20:21.554352+00:00,approved,active,Spain,community,osm_venues_es_v4,es_00200,es_venues_batch_v4,2026-05-24T23:20:21.554352+00:00,osm_import_terminal_v4,{},venue
Bar Bodega Bartolí,41 Carrer del Vallespir,,,,,,,41.3793105,2.1370157,2026-05-24T23:20:21.554352+00:00,approved,active,Spain,community,osm_venues_es_v4,es_00201,es_venues_batch_v4,2026-05-24T23:20:21.554352+00:00,osm_import_terminal_v4,{},venue
Bar Restaurant,,,,,,,,41.380148,2.1367187,2026-05-24T23:20:21.554352+00:00,approved,active,Spain,community,osm_venues_es_v4,es_00202,es_venues_batch_v4,2026-05-24T23:20:21.554352+00:00,osm_import_terminal_v4,{},venue
Bar El Piropo,,,,,,,,40.467077,-3.7241329,2026-05-24T23:20:21.554352+00:00,approved,active,Spain,community,osm_venues_es_v4,es_00203,es_venues_batch_v4,2026-05-24T23:20:21.554352+00:00,osm_import_terminal_v4,{},venue
Bar El Gamo,,,,,,,,40.4673212,-3.7172837,2026-05-24T23:20:21.554352+00:00,approved,active,Spain,community,osm_venues_es_v4,es_00204,es_venues_batch_v4,2026-05-24T23:20:21.554352+00:00,osm_import_terminal_v4,{},venue
Bar Morryssom,162 Carrer de Girona,Barcelona,,08009,+34 934 58 40 17,,,41.3994885,2.165101,2026-05-24T23:20:21.554352+00:00,approved,active,Spain,community,osm_venues_es_v4,es_00205,es_venues_batch_v4,2026-05-24T23:20:21.554352+00:00,osm_import_terminal_v4,{},venue
Moma Irish Tabern,,,,,,,,40.472223,-3.582019,2026-05-24T23:20:21.554352+00:00,approved,active,Spain,community,osm_venues_es_v4,es_00206,es_venues_batch_v4,2026-05-24T23:20:21.554352+00:00,osm_import_terminal_v4,{},venue
Juan Sebastian Bar,,,,,,,,41.3896615,2.146494,2026-05-24T23:20:21.554352+00:00,approved,active,Spain,community,osm_venues_es_v4,es_00207,es_venues_batch_v4,2026-05-24T23:20:21.554352+00:00,osm_import_terminal_v4,{},venue
Bar de la FIB,,,,,,,,41.3894239,2.1132363,2026-05-24T23:20:21.554352+00:00,approved,active,Spain,community,osm_venues_es_v4,es_00208,es_venues_batch_v4,2026-05-24T23:20:21.554352+00:00,osm_import_terminal_v4,{},venue
